p,instance,rep,time,iterations,value
1.0,ta028,2,0.000148,NA,2338
1.0,ta028,3,7.0e-5,NA,2337
1.0,ta028,4,5.9e-5,NA,2303
1.0,ta028,5,9.9e-5,NA,2303
1.0,ta028,6,0.000109,NA,2303
1.0,ta028,7,5.1e-5,NA,2289
1.0,ta028,8,6.6e-5,NA,2266
1.0,ta028,9,5.2e-5,NA,2246
1.0,ta028,10,6.6e-5,NA,2244
1.0,ta028,11,5.2e-5,NA,2207
1.0,ta028,12,0.000135,NA,2179
1.0,ta028,13,9.9e-5,NA,2179
1.0,ta028,14,6.1e-5,NA,2134
1.0,ta028,15,0.000736,NA,2134
0.0,ta029,1,0.000386,NA,2519
0.0,ta029,2,0.000109,NA,2519
0.0,ta029,3,0.000131,NA,2516
0.0,ta029,4,0.0001,NA,2516
0.0,ta029,5,0.000108,NA,2516
0.0,ta029,6,0.0001,NA,2516
0.0,ta029,7,0.000138,NA,2516
0.0,ta029,8,0.000102,NA,2515
0.0,ta029,9,0.000108,NA,2515
0.0,ta029,10,0.000102,NA,2515
0.0,ta029,11,0.000164,NA,2515
0.0,ta029,12,0.000103,NA,2497
0.0,ta029,13,0.000112,NA,2494
0.0,ta029,14,0.000175,NA,2491
0.0,ta029,15,9.7e-5,NA,2481
0.05,ta029,1,9.6e-5,NA,2542
0.05,ta029,2,0.000108,NA,2542
0.05,ta029,3,0.000103,NA,2542
0.05,ta029,4,8.1e-5,NA,2532
0.05,ta029,5,9.6e-5,NA,2532
0.05,ta029,6,0.000163,NA,2532
0.05,ta029,7,9.7e-5,NA,2528
0.05,ta029,8,0.000101,NA,2528
0.05,ta029,9,0.000101,NA,2527
0.05,ta029,10,0.000108,NA,2518
0.05,ta029,11,0.000116,NA,2518
0.05,ta029,12,0.000111,NA,2518
0.05,ta029,13,9.9e-5,NA,2518
0.05,ta029,14,0.000111,NA,2518
0.05,ta029,15,0.000166,NA,2518
0.25,ta029,1,7.4e-5,NA,2759
0.25,ta029,2,8.9e-5,NA,2715
0.25,ta029,3,0.000111,NA,2611
0.25,ta029,4,0.000103,NA,2576
0.25,ta029,5,6.9e-5,NA,2538
0.25,ta029,6,5.9e-5,NA,2494
0.25,ta029,7,0.000113,NA,2480
0.25,ta029,8,0.000102,NA,2480
0.25,ta029,9,0.000183,NA,2480
0.25,ta029,10,0.000102,NA,2476
0.25,ta029,11,0.000114,NA,2476
0.25,ta029,12,0.0001,NA,2476
0.25,ta029,13,0.000126,NA,2474
0.25,ta029,14,0.000106,NA,2474
0.25,ta029,15,0.000107,NA,2464
0.5,ta029,1,8.8e-5,NA,2730
0.5,ta029,2,5.5e-5,NA,2714
0.5,ta029,3,5.2e-5,NA,2659
0.5,ta029,4,0.000112,NA,2659
0.5,ta029,5,0.0001,NA,2641
0.5,ta029,6,0.000123,NA,2635
0.5,ta029,7,5.6e-5,NA,2595
0.5,ta029,8,0.000106,NA,2562
0.5,ta029,9,6.3e-5,NA,2553
0.5,ta029,10,0.000107,NA,2552
0.5,ta029,11,0.000158,NA,2551
0.5,ta029,12,0.000109,NA,2545
0.5,ta029,13,5.2e-5,NA,2544
0.5,ta029,14,0.000107,NA,2544
0.5,ta029,15,0.000238,NA,2402
0.75,ta029,1,0.000429,NA,2808
0.75,ta029,2,0.000161,NA,2791
0.75,ta029,3,0.000221,NA,2772
0.75,ta029,4,0.000146,NA,2768
0.75,ta029,5,0.000143,NA,2762
0.75,ta029,6,0.000167,NA,2745
0.75,ta029,7,0.000265,NA,2743
0.75,ta029,8,0.000193,NA,2740
0.75,ta029,9,0.00014,NA,2729
0.75,ta029,10,0.000156,NA,2725
0.75,ta029,11,0.00018,NA,2629
0.75,ta029,12,0.000122,NA,2623
0.75,ta029,13,0.000156,NA,2610
0.75,ta029,14,0.000183,NA,2402
0.75,ta029,15,0.000307,NA,2402
1.0,ta029,1,0.00016,NA,2771
1.0,ta029,2,0.000151,NA,2762
1.0,ta029,3,0.000142,NA,2761
1.0,ta029,4,0.00019,NA,2703
1.0,ta029,5,0.000109,NA,2676
1.0,ta029,6,0.000217,NA,2660
1.0,ta029,7,5.3e-5,NA,2647
1.0,ta029,8,0.000114,NA,2641
1.0,ta029,9,0.002742,NA,2630
1.0,ta029,10,0.000158,NA,2624
1.0,ta029,11,0.000136,NA,2618
1.0,ta029,12,0.000156,NA,2618
1.0,ta029,13,0.000183,NA,2618
1.0,ta029,14,5.8e-5,NA,2612
1.0,ta029,15,0.000111,NA,2599
0.0,ta030,1,0.000161,NA,2497
0.0,ta030,2,0.000153,NA,2467
0.0,ta030,3,0.000246,NA,2428
0.0,ta030,4,0.000146,NA,2428
0.0,ta030,5,0.00026,NA,2407
0.0,ta030,6,0.000154,NA,2407
0.0,ta030,7,0.000147,NA,2407
0.0,ta030,8,0.000163,NA,2407
0.0,ta030,9,0.00015,NA,2407
0.0,ta030,10,0.000216,NA,2407
0.0,ta030,11,0.000145,NA,2407
0.0,ta030,12,0.000242,NA,2407
0.0,ta030,13,0.000192,NA,2345
0.0,ta030,14,0.000144,NA,2326
0.0,ta030,15,0.000155,NA,2326
0.05,ta030,1,0.000203,NA,2502
0.05,ta030,2,0.000168,NA,2457
0.05,ta030,3,0.000298,NA,2457
0.05,ta030,4,0.000198,NA,2429
0.05,ta030,5,0.000189,NA,2429
0.05,ta030,6,0.000125,NA,2390
0.05,ta030,7,0.000162,NA,2390
0.05,ta030,8,7.7e-5,NA,2377
0.05,ta030,9,0.000135,NA,2362
0.05,ta030,10,0.000126,NA,2332
0.05,ta030,11,0.000192,NA,2332
0.05,ta030,12,8.1e-5,NA,2332
0.05,ta030,13,8.1e-5,NA,2332
0.05,ta030,14,7.6e-5,NA,2332
0.05,ta030,15,0.000107,NA,2325
0.25,ta030,1,8.7e-5,NA,2507
0.25,ta030,2,3.2e-5,NA,2490
0.25,ta030,3,7.7e-5,NA,2480
0.25,ta030,4,0.000243,NA,2477
0.25,ta030,5,9.3e-5,NA,2409
0.25,ta030,6,5.5e-5,NA,2367
0.25,ta030,7,0.000124,NA,2367
0.25,ta030,8,9.9e-5,NA,2317
0.25,ta030,9,0.000165,NA,2317
0.25,ta030,10,8.6e-5,NA,2304
0.25,ta030,11,0.000145,NA,2304
0.25,ta030,12,8.4e-5,NA,2304
0.25,ta030,13,9.1e-5,NA,2304
0.25,ta030,14,8.1e-5,NA,2304
0.25,ta030,15,7.8e-5,NA,2304
0.5,ta030,1,0.000156,NA,2783
0.5,ta030,2,9.8e-5,NA,2745
0.5,ta030,3,7.3e-5,NA,2726
0.5,ta030,4,3.0e-5,NA,2707
0.5,ta030,5,4.6e-5,NA,2683
0.5,ta030,6,4.9e-5,NA,2669
0.5,ta030,7,9.6e-5,NA,2654
0.5,ta030,8,7.3e-5,NA,2643
0.5,ta030,9,4.5e-5,NA,2638
0.5,ta030,10,5.0e-5,NA,2636
0.5,ta030,11,7.9e-5,NA,2529
0.5,ta030,12,8.4e-5,NA,2529
0.5,ta030,13,8.2e-5,NA,2529
0.5,ta030,14,8.9e-5,NA,2529
0.5,ta030,15,5.8e-5,NA,2525
0.75,ta030,1,8.2e-5,NA,2849
0.75,ta030,2,7.5e-5,NA,2849
0.75,ta030,3,8.7e-5,NA,2849
0.75,ta030,4,0.000116,NA,2849
0.75,ta030,5,8.7e-5,NA,2849
0.75,ta030,6,8.2e-5,NA,2849
0.75,ta030,7,8.8e-5,NA,2849
0.75,ta030,8,7.0e-5,NA,2849
0.75,ta030,9,7.7e-5,NA,2849
0.75,ta030,10,8.5e-5,NA,2849
0.75,ta030,11,8.7e-5,NA,2849
0.75,ta030,12,7.9e-5,NA,2849
0.75,ta030,13,8.6e-5,NA,2849
0.75,ta030,14,0.000131,NA,2849
0.75,ta030,15,9.3e-5,NA,2849
1.0,ta030,1,7.9e-5,NA,2849
1.0,ta030,2,8.5e-5,NA,2849
1.0,ta030,3,0.000762,NA,2849
1.0,ta030,4,0.000312,NA,2849
1.0,ta030,5,0.000124,NA,2849
1.0,ta030,6,0.00012,NA,2849
1.0,ta030,7,8.9e-5,NA,2849
1.0,ta030,8,7.4e-5,NA,2849
1.0,ta030,9,0.00011,NA,2849
1.0,ta030,10,0.00013,NA,2849
1.0,ta030,11,0.000107,NA,2849
1.0,ta030,12,8.8e-5,NA,2849
1.0,ta030,13,7.6e-5,NA,2849
1.0,ta030,14,9.4e-5,NA,2849
1.0,ta030,15,9.9e-5,NA,2849
0.0,ta031,1,8.6e-5,NA,3276
0.0,ta031,2,7.0e-5,NA,3225
0.0,ta031,3,7.6e-5,NA,3120
0.0,ta031,4,7.2e-5,NA,3071
0.0,ta031,5,7.4e-5,NA,2909
0.0,ta031,6,7.4e-5,NA,2697
0.0,ta031,7,8.9e-5,NA,2645
0.0,ta031,8,9.6e-5,NA,2555
0.0,ta031,9,8.0e-5,NA,2462
0.0,ta031,10,7.3e-5,NA,2381
0.0,ta031,11,8.2e-5,NA,2247
0.0,ta031,12,7.2e-5,NA,2197
0.0,ta031,13,7.8e-5,NA,2197
0.0,ta031,14,0.000115,NA,2133
0.0,ta031,15,8.2e-5,NA,2091
0.05,ta031,1,6.5e-5,NA,3193
0.05,ta031,2,7.7e-5,NA,3168
0.05,ta031,3,4.5e-5,NA,3165
0.05,ta031,4,7.1e-5,NA,3099
0.05,ta031,5,7.5e-5,NA,2873
0.05,ta031,6,7.1e-5,NA,2847
0.05,ta031,7,7.0e-5,NA,2674
0.05,ta031,8,7.3e-5,NA,2606
0.05,ta031,9,6.7e-5,NA,2495
0.05,ta031,10,5.0e-5,NA,2410
0.05,ta031,11,6.9e-5,NA,2410
0.05,ta031,12,9.9e-5,NA,2410
0.05,ta031,13,6.2e-5,NA,2402
0.05,ta031,14,7.5e-5,NA,2402
0.05,ta031,15,6.1e-5,NA,2323
0.25,ta031,1,4.9e-5,NA,3354
0.25,ta031,2,6.2e-5,NA,3273
0.25,ta031,3,4.2e-5,NA,3197
0.25,ta031,4,4.0e-5,NA,3171
0.25,ta031,5,6.6e-5,NA,3094
0.25,ta031,6,5.9e-5,NA,3065
0.25,ta031,7,3.6e-5,NA,3056
0.25,ta031,8,4.4e-5,NA,2997
0.25,ta031,9,5.4e-5,NA,2932
0.25,ta031,10,6.7e-5,NA,2932
0.25,ta031,11,7.3e-5,NA,2894
0.25,ta031,12,0.000114,NA,2865
0.25,ta031,13,8.5e-5,NA,2810
0.25,ta031,14,6.5e-5,NA,2771
0.25,ta031,15,5.0e-5,NA,2694
0.5,ta031,1,6.8e-5,NA,3283
0.5,ta031,2,7.7e-5,NA,3116
0.5,ta031,3,4.1e-5,NA,3100
0.5,ta031,4,4.9e-5,NA,3062
0.5,ta031,5,3.4e-5,NA,3059
0.5,ta031,6,4.0e-5,NA,3036
0.5,ta031,7,6.5e-5,NA,3036
0.5,ta031,8,5.8e-5,NA,2995
0.5,ta031,9,4.2e-5,NA,2982
0.5,ta031,10,7.5e-5,NA,2964
0.5,ta031,11,9.4e-5,NA,2935
0.5,ta031,12,5.2e-5,NA,2883
0.5,ta031,13,6.0e-5,NA,2830
0.5,ta031,14,5.1e-5,NA,2800
0.5,ta031,15,3.6e-5,NA,2798
0.75,ta031,1,4.1e-5,NA,3225
0.75,ta031,2,6.8e-5,NA,3174
0.75,ta031,3,4.7e-5,NA,3049
0.75,ta031,4,4.4e-5,NA,3045
0.75,ta031,5,5.1e-5,NA,2983
0.75,ta031,6,6.6e-5,NA,2924
0.75,ta031,7,7.5e-5,NA,2892
0.75,ta031,8,4.4e-5,NA,2853
0.75,ta031,9,5.0e-5,NA,2816
0.75,ta031,10,7.1e-5,NA,2802
0.75,ta031,11,8.6e-5,NA,2767
0.75,ta031,12,0.000566,NA,2738
0.75,ta031,13,6.1e-5,NA,2716
0.75,ta031,14,4.9e-5,NA,2664
0.75,ta031,15,6.2e-5,NA,2614
1.0,ta031,1,0.000102,NA,3170
1.0,ta031,2,5.2e-5,NA,3143
1.0,ta031,3,3.3e-5,NA,3087
1.0,ta031,4,4.1e-5,NA,3034
1.0,ta031,5,4.1e-5,NA,2994
1.0,ta031,6,4.9e-5,NA,2952
1.0,ta031,7,4.1e-5,NA,2921
1.0,ta031,8,4.8e-5,NA,2900
1.0,ta031,9,3.7e-5,NA,2878
1.0,ta031,10,4.9e-5,NA,2840
1.0,ta031,11,4.2e-5,NA,2741
1.0,ta031,12,4.5e-5,NA,2690
1.0,ta031,13,4.2e-5,NA,2656
1.0,ta031,14,7.2e-5,NA,2656
1.0,ta031,15,4.4e-5,NA,2639
0.0,ta032,1,7.6e-5,NA,3217
0.0,ta032,2,0.000133,NA,3166
0.0,ta032,3,9.7e-5,NA,3035
0.0,ta032,4,7.0e-5,NA,2975
0.0,ta032,5,7.0e-5,NA,2861
0.0,ta032,6,6.2e-5,NA,2797
0.0,ta032,7,7.7e-5,NA,2688
0.0,ta032,8,7.1e-5,NA,2600
0.0,ta032,9,6.4e-5,NA,2547
0.0,ta032,10,6.9e-5,NA,2450
0.0,ta032,11,7.6e-5,NA,2391
0.0,ta032,12,6.8e-5,NA,2333
0.0,ta032,13,0.000122,NA,2174
0.0,ta032,14,6.6e-5,NA,2139
0.0,ta032,15,7.4e-5,NA,2073
0.05,ta032,1,6.1e-5,NA,3181
0.05,ta032,2,7.2e-5,NA,2945
0.05,ta032,3,6.3e-5,NA,2945
0.05,ta032,4,5.0e-5,NA,2943
0.05,ta032,5,6.4e-5,NA,2921
0.05,ta032,6,7.6e-5,NA,2880
0.05,ta032,7,6.4e-5,NA,2875
0.05,ta032,8,7.9e-5,NA,2758
0.05,ta032,9,6.4e-5,NA,2732
0.05,ta032,10,7.7e-5,NA,2621
0.05,ta032,11,0.000114,NA,2575
0.05,ta032,12,7.7e-5,NA,2575
0.05,ta032,13,6.9e-5,NA,2568
0.05,ta032,14,7.6e-5,NA,2538
0.05,ta032,15,6.8e-5,NA,2497
0.25,ta032,1,7.6e-5,NA,3204
0.25,ta032,2,7.0e-5,NA,3109
0.25,ta032,3,4.9e-5,NA,3102
0.25,ta032,4,4.3e-5,NA,2993
0.25,ta032,5,7.6e-5,NA,2891
0.25,ta032,6,6.8e-5,NA,2793
0.25,ta032,7,7.1e-5,NA,2685
0.25,ta032,8,4.2e-5,NA,2623
0.25,ta032,9,7.5e-5,NA,2537
0.25,ta032,10,4.9e-5,NA,2511
0.25,ta032,11,4.3e-5,NA,2470
0.25,ta032,12,6.3e-5,NA,2412
0.25,ta032,13,5.0e-5,NA,2268
0.25,ta032,14,4.8e-5,NA,2197
0.25,ta032,15,8.9e-5,NA,2183
0.5,ta032,1,4.1e-5,NA,3305
0.5,ta032,2,5.7e-5,NA,3241
0.5,ta032,3,3.8e-5,NA,3226
0.5,ta032,4,8.1e-5,NA,3191
0.5,ta032,5,6.5e-5,NA,3126
0.5,ta032,6,6.0e-5,NA,3004
0.5,ta032,7,0.000112,NA,2959
0.5,ta032,8,0.000104,NA,2891
0.5,ta032,9,4.6e-5,NA,2807
0.5,ta032,10,7.1e-5,NA,2747
0.5,ta032,11,4.0e-5,NA,2619
0.5,ta032,12,7.6e-5,NA,2457
0.5,ta032,13,4.2e-5,NA,2453
0.5,ta032,14,5.0e-5,NA,2413
0.5,ta032,15,3.6e-5,NA,2361
0.75,ta032,1,3.3e-5,NA,3322
0.75,ta032,2,4.1e-5,NA,3299
0.75,ta032,3,4.8e-5,NA,3293
0.75,ta032,4,3.8e-5,NA,3227
0.75,ta032,5,6.2e-5,NA,3132
0.75,ta032,6,0.000642,NA,3126
0.75,ta032,7,5.5e-5,NA,3125
0.75,ta032,8,0.000195,NA,3023
0.75,ta032,9,5.4e-5,NA,2985
0.75,ta032,10,4.2e-5,NA,2967
0.75,ta032,11,0.00013,NA,2938
0.75,ta032,12,5.3e-5,NA,2932
0.75,ta032,13,5.9e-5,NA,2912
0.75,ta032,14,4.3e-5,NA,2869
0.75,ta032,15,5.0e-5,NA,2858
1.0,ta032,1,4.0e-5,NA,3318
1.0,ta032,2,5.2e-5,NA,3222
1.0,ta032,3,4.1e-5,NA,3186
1.0,ta032,4,4.8e-5,NA,3148
1.0,ta032,5,3.8e-5,NA,3129
1.0,ta032,6,5.0e-5,NA,3093
1.0,ta032,7,4.2e-5,NA,3067
1.0,ta032,8,4.8e-5,NA,3039
1.0,ta032,9,4.2e-5,NA,2987
1.0,ta032,10,4.8e-5,NA,2936
1.0,ta032,11,4.4e-5,NA,2919
1.0,ta032,12,5.5e-5,NA,2908
1.0,ta032,13,4.1e-5,NA,2859
1.0,ta032,14,4.5e-5,NA,2825
1.0,ta032,15,7.0e-5,NA,2825
0.0,ta033,1,0.000122,NA,2695
0.0,ta033,2,7.2e-5,NA,2461
0.0,ta033,3,8.0e-5,NA,2399
0.0,ta033,4,6.4e-5,NA,2312
0.0,ta033,5,7.5e-5,NA,2153
0.0,ta033,6,6.2e-5,NA,2100
0.0,ta033,7,7.7e-5,NA,1982
0.0,ta033,8,6.4e-5,NA,1881
0.0,ta033,9,7.7e-5,NA,1722
0.0,ta033,10,0.000145,NA,1683
0.0,ta033,11,7.0e-5,NA,1630
0.0,ta033,12,6.2e-5,NA,1592
0.0,ta033,13,7.9e-5,NA,1569
0.0,ta033,14,6.3e-5,NA,1569
0.0,ta033,15,0.000176,NA,1472
0.05,ta033,1,0.000109,NA,2611
0.05,ta033,2,0.000114,NA,2314
0.05,ta033,3,6.9e-5,NA,2184
0.05,ta033,4,0.000222,NA,2085
0.05,ta033,5,0.001243,NA,2006
0.05,ta033,6,0.000145,NA,1949
0.05,ta033,7,8.0e-5,NA,1941
0.05,ta033,8,9.2e-5,NA,1815
0.05,ta033,9,8.4e-5,NA,1732
0.05,ta033,10,5.0e-5,NA,1698
0.05,ta033,11,7.9e-5,NA,1607
0.05,ta033,12,8.8e-5,NA,1578
0.05,ta033,13,7.9e-5,NA,1483
0.05,ta033,14,7.3e-5,NA,1480
0.05,ta033,15,8.1e-5,NA,1467
0.25,ta033,1,0.00013,NA,2806
0.25,ta033,2,4.9e-5,NA,2726
0.25,ta033,3,8.7e-5,NA,2581
0.25,ta033,4,8.0e-5,NA,2531
0.25,ta033,5,8.7e-5,NA,2531
0.25,ta033,6,8.1e-5,NA,2432
0.25,ta033,7,8.6e-5,NA,2312
0.25,ta033,8,7.9e-5,NA,2293
0.25,ta033,9,0.000111,NA,2164
0.25,ta033,10,8.8e-5,NA,2134
0.25,ta033,11,0.000122,NA,2087
0.25,ta033,12,7.9e-5,NA,2034
0.25,ta033,13,9.0e-5,NA,1991
0.25,ta033,14,8.1e-5,NA,1909
0.25,ta033,15,8.3e-5,NA,1762
0.5,ta033,1,4.2e-5,NA,2810
0.5,ta033,2,6.2e-5,NA,2779
0.5,ta033,3,4.5e-5,NA,2758
0.5,ta033,4,5.6e-5,NA,2694
0.5,ta033,5,7.0e-5,NA,2665
0.5,ta033,6,8.8e-5,NA,2560
0.5,ta033,7,7.2e-5,NA,2531
0.5,ta033,8,0.000121,NA,2507
0.5,ta033,9,9.1e-5,NA,2486
0.5,ta033,10,6.3e-5,NA,2482
0.5,ta033,11,5.9e-5,NA,2422
0.5,ta033,12,6.0e-5,NA,2411
0.5,ta033,13,7.5e-5,NA,2390
0.5,ta033,14,8.7e-5,NA,2339
0.5,ta033,15,0.000772,NA,2324
0.75,ta033,1,6.8e-5,NA,2876
0.75,ta033,2,6.5e-5,NA,2824
0.75,ta033,3,6.6e-5,NA,2782
0.75,ta033,4,9.4e-5,NA,2705
0.75,ta033,5,6.7e-5,NA,2657
0.75,ta033,6,0.000122,NA,2650
0.75,ta033,7,0.000148,NA,2593
0.75,ta033,8,5.8e-5,NA,2589
0.75,ta033,9,7.4e-5,NA,2546
0.75,ta033,10,6.0e-5,NA,2487
0.75,ta033,11,6.5e-5,NA,2459
0.75,ta033,12,6.5e-5,NA,2331
0.75,ta033,13,6.1e-5,NA,2328
0.75,ta033,14,5.8e-5,NA,2309
0.75,ta033,15,6.8e-5,NA,2296
1.0,ta033,1,0.000118,NA,2870
1.0,ta033,2,6.6e-5,NA,2862
1.0,ta033,3,5.9e-5,NA,2849
1.0,ta033,4,6.5e-5,NA,2813
1.0,ta033,5,5.5e-5,NA,2812
1.0,ta033,6,6.5e-5,NA,2696
1.0,ta033,7,6.1e-5,NA,2677
1.0,ta033,8,6.1e-5,NA,2609
1.0,ta033,9,5.7e-5,NA,2593
1.0,ta033,10,4.7e-5,NA,2585
1.0,ta033,11,4.6e-5,NA,2578
1.0,ta033,12,6.9e-5,NA,2566
1.0,ta033,13,5.8e-5,NA,2551
1.0,ta033,14,0.00016,NA,2534
1.0,ta033,15,7.1e-5,NA,2491
0.0,ta034,1,0.000101,NA,3124
0.0,ta034,2,9.6e-5,NA,3089
0.0,ta034,3,7.8e-5,NA,3016
0.0,ta034,4,8.7e-5,NA,2971
0.0,ta034,5,0.000104,NA,2932
0.0,ta034,6,8.7e-5,NA,2807
0.0,ta034,7,0.000101,NA,2707
0.0,ta034,8,0.000148,NA,2633
0.0,ta034,9,0.000108,NA,2617
0.0,ta034,10,9.1e-5,NA,2605
0.0,ta034,11,0.000102,NA,2570
0.0,ta034,12,8.1e-5,NA,2566
0.0,ta034,13,9.6e-5,NA,2491
0.0,ta034,14,8.9e-5,NA,2491
0.0,ta034,15,0.000105,NA,2491
0.05,ta034,1,9.4e-5,NA,3121
0.05,ta034,2,0.000114,NA,3044
0.05,ta034,3,6.9e-5,NA,2957
0.05,ta034,4,0.0001,NA,2915
0.05,ta034,5,8.9e-5,NA,2822
0.05,ta034,6,6.2e-5,NA,2778
0.05,ta034,7,8.8e-5,NA,2728
0.05,ta034,8,9.7e-5,NA,2703
0.05,ta034,9,9.3e-5,NA,2634
0.05,ta034,10,0.000117,NA,2629
0.05,ta034,11,8.2e-5,NA,2600
0.05,ta034,12,7.8e-5,NA,2592
0.05,ta034,13,8.5e-5,NA,2505
0.05,ta034,14,9.8e-5,NA,2460
0.05,ta034,15,8.8e-5,NA,2446
0.25,ta034,1,6.4e-5,NA,3091
0.25,ta034,2,4.9e-5,NA,3047
0.25,ta034,3,9.5e-5,NA,2965
0.25,ta034,4,0.000108,NA,2943
0.25,ta034,5,8.4e-5,NA,2871
0.25,ta034,6,0.000114,NA,2821
0.25,ta034,7,7.6e-5,NA,2810
0.25,ta034,8,8.2e-5,NA,2810
0.25,ta034,9,9.0e-5,NA,2746
0.25,ta034,10,8.7e-5,NA,2694
0.25,ta034,11,7.5e-5,NA,2671
0.25,ta034,12,5.4e-5,NA,2643
0.25,ta034,13,0.000102,NA,2615
0.25,ta034,14,9.2e-5,NA,2615
0.25,ta034,15,9.8e-5,NA,2575
0.5,ta034,1,0.000156,NA,3029
0.5,ta034,2,0.000104,NA,3029
0.5,ta034,3,8.8e-5,NA,3002
0.5,ta034,4,9.8e-5,NA,2948
0.5,ta034,5,8.4e-5,NA,2896
0.5,ta034,6,7.8e-5,NA,2761
0.5,ta034,7,3.5e-5,NA,2730
0.5,ta034,8,7.1e-5,NA,2728
0.5,ta034,9,0.000787,NA,2699
0.5,ta034,10,0.000209,NA,2668
0.5,ta034,11,6.7e-5,NA,2664
0.5,ta034,12,9.8e-5,NA,2664
0.5,ta034,13,0.000135,NA,2664
0.5,ta034,14,6.5e-5,NA,2613
0.5,ta034,15,5.5e-5,NA,2584
0.75,ta034,1,5.9e-5,NA,3178
0.75,ta034,2,7.6e-5,NA,3130
0.75,ta034,3,6.2e-5,NA,3114
0.75,ta034,4,5.5e-5,NA,3104
0.75,ta034,5,8.1e-5,NA,3026
0.75,ta034,6,6.4e-5,NA,2966
0.75,ta034,7,4.6e-5,NA,2959
0.75,ta034,8,5.4e-5,NA,2929
0.75,ta034,9,8.1e-5,NA,2893
0.75,ta034,10,5.9e-5,NA,2848
0.75,ta034,11,0.000168,NA,2848
0.75,ta034,12,9.3e-5,NA,2848
0.75,ta034,13,6.6e-5,NA,2831
0.75,ta034,14,4.8e-5,NA,2803
0.75,ta034,15,7.5e-5,NA,2759
1.0,ta034,1,5.0e-5,NA,3215
1.0,ta034,2,6.4e-5,NA,3170
1.0,ta034,3,7.2e-5,NA,3141
1.0,ta034,4,0.000181,NA,3134
1.0,ta034,5,0.000142,NA,3030
1.0,ta034,6,0.000101,NA,3030
1.0,ta034,7,5.4e-5,NA,3020
1.0,ta034,8,5.8e-5,NA,3009
1.0,ta034,9,5.5e-5,NA,2980
1.0,ta034,10,9.7e-5,NA,2980
1.0,ta034,11,9.2e-5,NA,2980
1.0,ta034,12,5.4e-5,NA,2938
1.0,ta034,13,8.6e-5,NA,2938
1.0,ta034,14,6.4e-5,NA,2876
1.0,ta034,15,8.8e-5,NA,2876
0.0,ta035,1,0.000147,NA,2843
0.0,ta035,2,9.4e-5,NA,2713
0.0,ta035,3,9.5e-5,NA,2630
0.0,ta035,4,8.1e-5,NA,2606
0.0,ta035,5,0.000101,NA,2529
0.0,ta035,6,9.0e-5,NA,2529
0.0,ta035,7,0.0001,NA,2529
0.0,ta035,8,8.7e-5,NA,2529
0.0,ta035,9,9.5e-5,NA,2529
0.0,ta035,10,0.000148,NA,2463
0.0,ta035,11,9.8e-5,NA,2463
0.0,ta035,12,9.1e-5,NA,2458
0.0,ta035,13,9.4e-5,NA,2411
0.0,ta035,14,9.2e-5,NA,2411
0.0,ta035,15,9.7e-5,NA,2380
0.05,ta035,1,8.5e-5,NA,2841
0.05,ta035,2,9.9e-5,NA,2806
0.05,ta035,3,9.0e-5,NA,2778
0.05,ta035,4,0.000183,NA,2658
0.05,ta035,5,8.9e-5,NA,2634
0.05,ta035,6,8.3e-5,NA,2598
0.05,ta035,7,9.0e-5,NA,2562
0.05,ta035,8,5.6e-5,NA,2537
0.05,ta035,9,9.2e-5,NA,2519
0.05,ta035,10,0.000111,NA,2517
0.05,ta035,11,0.000122,NA,2517
0.05,ta035,12,0.000178,NA,2511
0.05,ta035,13,9.3e-5,NA,2501
0.05,ta035,14,8.6e-5,NA,2371
0.05,ta035,15,9.0e-5,NA,2358
0.25,ta035,1,9.2e-5,NA,2884
0.25,ta035,2,4.6e-5,NA,2877
0.25,ta035,3,9.7e-5,NA,2859
0.25,ta035,4,8.8e-5,NA,2692
0.25,ta035,5,0.0001,NA,2494
0.25,ta035,6,9.2e-5,NA,2455
0.25,ta035,7,0.000169,NA,2455
0.25,ta035,8,9.5e-5,NA,2414
0.25,ta035,9,7.4e-5,NA,2371
0.25,ta035,10,7.4e-5,NA,2352
0.25,ta035,11,0.000107,NA,2227
0.25,ta035,12,9.5e-5,NA,2211
0.25,ta035,13,0.000111,NA,2211
0.25,ta035,14,6.7e-5,NA,2158
0.25,ta035,15,0.000105,NA,2136
0.5,ta035,1,6.1e-5,NA,3063
0.5,ta035,2,7.0e-5,NA,3024
0.5,ta035,3,0.000722,NA,2996
0.5,ta035,4,6.7e-5,NA,2941
0.5,ta035,5,0.000337,NA,2910
0.5,ta035,6,7.1e-5,NA,2890
0.5,ta035,7,6.2e-5,NA,2830
0.5,ta035,8,5.6e-5,NA,2807
0.5,ta035,9,5.9e-5,NA,2789
0.5,ta035,10,6.6e-5,NA,2778
0.5,ta035,11,7.0e-5,NA,2716
0.5,ta035,12,6.3e-5,NA,2703
0.5,ta035,13,6.3e-5,NA,2632
0.5,ta035,14,0.000163,NA,2567
0.5,ta035,15,6.3e-5,NA,2536
0.75,ta035,1,5.9e-5,NA,3070
0.75,ta035,2,4.8e-5,NA,3021
0.75,ta035,3,4.1e-5,NA,3002
0.75,ta035,4,5.6e-5,NA,2980
0.75,ta035,5,0.000104,NA,2946
0.75,ta035,6,0.001305,NA,2867
0.75,ta035,7,0.000393,NA,2835
0.75,ta035,8,9.7e-5,NA,2798
0.75,ta035,9,6.0e-5,NA,2766
0.75,ta035,10,8.9e-5,NA,2751
